,site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,tz_cd,flow,flow_unit,flow_dt,stage,stage_unit,stage_dt,flow_chg,flow_chg_percent,stage_chg,stage_chg_percent,USGSstationID,location name,proximity,river/water-body name,nws shef id,location type,usgs id,latitude,longitude,wfo,rfc,state,county,wrr,timezone,inundation,elevation,action stage,flood stage,moderate flood stage,major flood stage,flood stage unit,coeid,hydrograph page,pedts,in service,hemisphere,low water threshold value / units,forecast status,display low water impacts,low flow display,give data attribution,attribution wording,fema wms,probabilistic site,weekly chance probabilistic enabled,short-term probabilistic enabled,chance of exceeding probabilistic enabled,nrldb vertical datum name,nrldb vertical datum,navd88 vertical datum,ngvd29 vertical datum,msl vertical datum,other vertical datum,site_no_shift,stage_chg_percent_shift,river/water-body name_shift
1651,2388500.0,"OOSTANAULA RIVER NEAR ROME, GA",34.299,-85.138,3150103.0,EST,2830,cfs,2022-08-14 18:45:00,7.91,ft,2022-08-14 18:45:00,-30.0,-1.05,-0.04,-0.5,2388500.0,Rome,near,Oostanaula River,rgag1,River Stage/Flow Location,2388500.0,34.298333,85.138056,ffc,serfc,ga,115.0,South Atlantic-Gulf Region,EST,No,,24.0,30.0,35.0,40.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=rgag1,hgirg,Yes,W,-9999 Feet,Data Point,Yes,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,561.9,,,,,2388525.0,-0.39,Oostanaula River
1652,2388525.0,"OOSTANAULA RIVER AT US 27, AT ROME, GA",34.2605,-85.1709,3150104.0,EST,0,,0000-00-00 00:00:00,5.09,ft,2022-08-14 18:45:00,,,-0.02,-0.39,2388525.0,US 27 at Rome,at,Oostanaula River,rtmg1,Stage/Flow and Precipitation Location,2388525.0,34.260528,85.170889,ffc,serfc,ga,115.0,South Atlantic-Gulf Region,EST,No,,19.0,25.0,28.0,32.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=rtmg1,hgirg,Yes,W,-9999 Feet,Year-round,Yes,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NAVD88,561.9,561.9 ft,,,,16071500.0,1.27,Opaekaa Stream
6847,16071500.0,"Left Branch Opaekaa Str nr Kapaa, Kauai, HI",22.0756,-159.396,20070000.0,HST,0.73,cfs,2022-08-14 12:45:00,0.8,ft,2022-08-14 12:45:00,0.06,8.96,0.01,1.27,16071500.0,Kapaa,near,Opaekaa Stream,olbh1,River Stage/Flow Location,16071500.0,22.075611,159.395889,hnl,aprfc,hi,,Hawaii Region,HST,No,,0.0,5.0,0.0,6.6,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=hnl&gage=olbh1,hgirg,Yes,W,,Data Point,No,No,Yes,US Geological Survey,No,No,,,,,,,,,,2243000.0,-0.6,Orange Creek
1355,2243000.0,"ORANGE CREEK AT ORANGE SPRINGS, FL",29.5097,-81.9462,3080102.0,EST,24.6,cfs,2022-08-14 18:15:00,1.67,ft,2022-08-14 18:15:00,-0.1,-0.4,-0.01,-0.6,2243000.0,Orange Springs,at,Orange Creek,ongf1,River Stage/Flow Location,2243000.0,29.509444,81.946389,jax,serfc,fl,107.0,South Atlantic-Gulf Region,EST,No,1.09,24.0,25.5,26.5,27.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=ongf1,hgirg,Yes,W,20 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,,0.0,,1.09,,-18.72,2246318.0,-0.42,Ortega River
1367,2246318.0,"ORTEGA RIVER AT KIRWIN ROAD NEAR JACKSONVILLE,FL",30.1964,-81.7684,3080103.0,EST,41.6,cfs,2022-08-14 18:30:00,7.09,ft,2022-08-14 18:30:00,-1.1,-2.58,-0.03,-0.42,2246318.0,Argyle Forest Boulevard,at,Ortega River,orkf1,River Stage/Flow Location,2246318.0,30.196111,81.768611,jax,serfc,fl,31.0,South Atlantic-Gulf Region,EST,No,1.07,9.0,10.0,11.0,12.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=orkf1,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,,0.0,0,1.07,,,7195000.0,0.38,Osage Creek
4715,7195000.0,"Osage Creek near Elm Springs, AR",36.2219,-94.2883,11110103.0,CST,121,cfs,2022-08-14 17:00:00,2.65,ft,2022-08-14 17:00:00,2.0,1.68,0.01,0.38,7195000.0,Elm Springs 3NW,near,Osage Creek,elma4,Stage/Flow and Precipitation Location,7195000.0,36.221944,94.288333,tsa,abrfc,ar,7.0,Arkansas-White-Red Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=tsa&gage=elma4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,1054.1,1054.10 ft,,,,6918070.0,0.97,Osage River
4443,6918070.0,"Osage River above Schell City, MO",38.0559,-94.1454,10290105.0,CST,0,,0000-00-00 00:00:00,6.26,ft,2022-08-14 17:45:00,,,0.06,0.97,6918070.0,Schell City,near,Osage River,sczm7,River Stage/Flow Location,6918070.0,38.05583,94.14556,sgf,mbrfc,mo,13.0,Missouri Region,CST,No,700 ft,28.0,30.0,35.0,45.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=sczm7,hgirg,Yes,W,4.8 Feet,High Water,No,Yes,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,700.28,,700 ft,,,6918250.0,0.54,Osage River
4444,6918250.0,"Osage River at Taberville, MO",38.0039,-93.9947,10290105.0,CST,1030,cfs,2022-08-14 17:45:00,9.28,ft,2022-08-14 17:45:00,55.0,5.64,0.05,0.54,6918250.0,Taberville,near,Osage River,tbvm7,River Stage/Flow Location,6918250.0,38.003889,93.994722,sgf,mbrfc,mo,185.0,Missouri Region,CST,No,,21.0,23.0,34.0,46.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=tbvm7,hgirg,Yes,W,6 Feet,High Water,No,No,Yes,US Geological Survey,No,Yes,Yes,Yes,Yes,NAVD88,697.31,697.31,,,,6922440.0,-0.01,Osage River
4462,6922440.0,"Harry S. Truman Dam and Res. at Warsaw, MO",38.2566,-93.3952,10290109.0,CST,0,,0000-00-00 00:00:00,705.79,ft,2022-08-14 17:45:00,,,-0.05,-0.01,6922440.0,Truman Dam,at,Osage River,tkzm7,River Stage/Flow Location,6922440.0,38.256667,93.395278,sgf,mbrfc,mo,15.0,Missouri Region,CST,No,706,0.0,739.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=tkzm7,hpirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,U.S. Army Corp of Engineers,Yes,No,,,,NGVD29,706.0,,706,,,6922500.0,0.28,Osage River
4463,6922500.0,"Osage River at Warsaw, MO",38.2445,-93.3871,10290109.0,CST,0,,0000-00-00 00:00:00,28.79,ft,2022-08-14 17:45:00,,,0.08,0.28,6922500.0,Warsaw,at,Osage River,wrsm7,River Stage/Flow Location,6922500.0,38.24444,93.38722,sgf,mbrfc,mo,15.0,Missouri Region,CST,No,,0.0,34.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=wrsm7,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,631.06,631.06,,,,6926000.0,-6.44,Osage River
4469,6926000.0,"Osage River near Bagnell, MO",38.1914,-92.6074,10290111.0,CST,1340,cfs,2022-08-14 17:15:00,1.89,ft,2022-08-14 17:15:00,-130.0,-8.84,-0.13,-6.44,6926000.0,Bagnell,near,Osage River,lkbm7,River Stage/Flow Location,6926000.0,38.19139,92.60729,sgf,mbrfc,mo,131.0,Missouri Region,CST,No,549.13,20.0,22.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=lkbm7,hgirg,Yes,W,0.5 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD29,549.13,,549.13,,,6926080.0,-0.44,Osage River
4470,6926080.0,"Osage River at Tuscumbia, MO",38.2325,-92.4586,10290111.0,CST,1890,cfs,2022-08-14 17:00:00,2.26,ft,2022-08-14 17:00:00,-10.0,-0.53,-0.01,-0.44,6926080.0,Tuscumbia,at,Osage River,tscm7,River Stage/Flow Location,6926080.0,38.2325,92.45861,sgf,mbrfc,mo,131.0,Missouri Region,CST,No,,18.0,20.0,30.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=tscm7,hgirg,Yes,W,1 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,540.79,540.79,,,,6926510.0,-0.65,Osage River
4472,6926510.0,"Osage River below St. Thomas, MO",38.4214,-92.2083,10290111.0,CST,2110,cfs,2022-08-14 17:45:00,3.04,ft,2022-08-14 17:45:00,-30.0,-1.4,-0.02,-0.65,6926510.0,St. Thomas,near,Osage River,sttm7,River Stage/Flow Location,6926510.0,38.421389,92.208333,lsx,mbrfc,mo,51.0,Missouri Region,CST,No,525.72 ft,16.0,23.0,30.0,35.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=sttm7,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,No,NAVD 1988,525.77,525.77 ft,525.72 ft,,,8211520.0,0.57,Oso Creek
5510,8211520.0,"Oso Ck at Corpus Christi, TX",27.7114,-97.5019,12110202.0,CST,9.58,cfs,2022-08-14 17:15:00,7.07,ft,2022-08-14 17:15:00,0.44,4.81,0.04,0.57,8211520.0,Corpus Christi,near,Oso Creek,oost2,River Stage/Flow Location,8211520.0,27.711111,97.501667,crp,wgrfc,tx,355.0,Texas-Gulf Region,CST,No,-1.91,11.0,20.0,20.0,25.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=crp&gage=oost2,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,-1.91,,-1.91,,,4247055.0,-1.36,Oswego River
3100,4247055.0,OSWEGO RIVER NEAR PHOENIX NY,43.2112,-76.2871,4140202.0,EST,1560,cfs,2022-08-14 16:30:00,2.91,ft,2022-08-14 16:30:00,540.0,52.94,-0.04,-1.36,4247055.0,Phoenix,above,Oswego River,phxn6,River Stage/Flow Location,4247055.0,43.211111,76.286944,buf,nerfc,ny,75.0,Great Lakes Region,EST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=buf&gage=phxn6,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,No,No,,,,NAVD88,359.41,,,,,4177000.0,-1.17,Ottawa River
2939,4177000.0,"Ottawa River at University of Toledo, Toledo OH",41.6597,-83.6125,4100001.0,EST,35.9,cfs,2022-08-14 18:30:00,2.54,ft,2022-08-14 18:30:00,-1.9,-5.03,-0.03,-1.17,4177000.0,University of Toledo,at,Ottawa River,utoo1,River Stage/Flow Location,4177000.0,41.659681,83.61255,cle,ohrfc,oh,95.0,Great Lakes Region,EST,No,,14.0,14.5,15.5,17.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=cle&gage=utoo1,hgirg,Yes,W,0 Feet,Data Point,No,No,No,US Geological Survey,Yes,No,,,,NAVD88,575.31,,,,,4187100.0,-0.09,Ottawa River
2967,4187100.0,Ottawa River at Lima OH,40.7248,-84.1263,4100007.0,EST,11.3,cfs,2022-08-14 18:30:00,11.24,ft,2022-08-14 18:30:00,-1.4,-11.02,-0.01,-0.09,4187100.0,Lima,at,Ottawa River,orlo1,River Stage/Flow Location,4187100.0,40.724722,84.126389,iwx,ohrfc,oh,3.0,Great Lakes Region,EST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=iwx&gage=orlo1,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,the USGS (04187100),Yes,No,,,,NAVD88,819.43,819.43,,,,4188100.0,-0.25,Ottawa River
2968,4188100.0,Ottawa River near Kalida OH,40.9903,-84.2266,4100007.0,EST,40.9,cfs,2022-08-14 18:00:00,4.06,ft,2022-08-14 18:00:00,-0.7,-1.68,-0.01,-0.25,4188100.0,Kalida,near,Ottawa River,kalo1,River Stage/Flow Location,4188100.0,40.990278,84.226667,iwx,ohrfc,oh,137.0,Great Lakes Region,EST,No,,16.0,19.0,20.0,22.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=iwx&gage=kalo1,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,the USGS (04188100),Yes,Yes,Yes,Yes,Yes,NAVD88,700.82,700.82 ft,,,,4282000.0,-13.93,Otter Creek
3132,4282000.0,"OTTER CREEK AT CENTER RUTLAND, VT",43.6037,-73.0132,2010002.0,EST,46.3,cfs,2022-08-14 18:45:00,1.05,ft,2022-08-14 18:45:00,-15.5,-25.08,-0.17,-13.93,4282000.0,Center Rutland,at,Otter Creek,cenv1,River Stage/Flow Location,4282000.0,43.603611,73.013611,btv,nerfc,vt,0.0,Mid Atlantic Region,EST,No,474.8 ft,6.0,8.0,10.0,12.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=btv&gage=cenv1,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD 1988,474.35,474.35,474.8 ft,,,4282500.0,-0.87,Otter Creek
3133,4282500.0,"OTTER CREEK AT MIDDLEBURY, VT",44.0131,-73.1679,2010002.0,EST,163,cfs,2022-08-14 18:30:00,1.14,ft,2022-08-14 18:30:00,-3.0,-1.81,-0.01,-0.87,4282500.0,Middlebury,at,Otter Creek,mdbv1,River Stage/Flow Location,4282500.0,44.013056,73.168333,btv,nerfc,vt,1.0,Mid Atlantic Region,EST,No,,6.0,6.5,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=btv&gage=mdbv1,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,No,Yes,Yes,Yes,Yes,NGVD 1929,335.75,,,,335.75,7359002.0,-0.3,Ouachita River
4943,7359002.0,"Ouachita River at Remmel Dam above Jones Mill, AR",34.4261,-92.8908,8040102.0,CST,3990,cfs,2022-08-14 17:15:00,6.65,ft,2022-08-14 17:15:00,-30.0,-0.75,-0.02,-0.3,7359002.0,Remmel Dam above Jones Mill,at,Ouachita River,rdta4,River Stage/Flow Location,7359002.0,34.426111,92.890833,lzk,lmrfc,ar,0.0,Lower Mississippi Region,CST,No,248.16,15.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lzk&gage=rdta4,hgirg,Yes,W,,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD 1929,248.16,,248.16,,,7362000.0,-0.59,Ouachita River
4944,7362000.0,"Ouachita River at Camden, AR",33.5964,-92.8181,8040102.0,CST,1730,cfs,2022-08-14 17:45:00,6.74,ft,2022-08-14 17:45:00,-30.0,-1.7,-0.04,-0.59,7362000.0,Camden,at,Ouachita River,cama4,River Stage/Flow Location,7362000.0,33.596389,92.818056,lzk,lmrfc,ar,,Lower Mississippi Region,CST,No,78.04 ft,25.5,26.0,36.0,40.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lzk&gage=cama4,hgirg,Yes,W,,Year-round,No,No,No,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,78.04,,78.04 ft,,,7367005.0,-0.05,Ouachita River
4953,7367005.0,"Ouachita River at West Monroe, LA",32.5003,-92.1197,8040207.0,CST,3370,cfs,2022-08-14 17:00:00,21.31,ft,2022-08-14 17:00:00,-640.0,-15.96,-0.01,-0.05,7367005.0,Monroe,at,Ouachita River,mlul1,River Stage/Flow Location,7367005.0,32.500278,92.119722,shv,lmrfc,la,73.0,Lower Mississippi Region,CST,Yes,,35.5,40.0,43.0,45.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=shv&gage=mlul1,hgirg,Yes,W,19 Feet,Year-round,No,No,Yes,US Geological Survey,No,Yes,Yes,Yes,Yes,NAVD 1988,30.8,30.8,,,,2353400.0,-0.5,Pachitla Creek
1566,2353400.0,"PACHITLA CREEK NEAR EDISON, GA",31.555,-84.6808,3130009.0,EST,158,cfs,2022-08-14 18:45:00,3.95,ft,2022-08-14 18:45:00,-1.0,-0.63,-0.02,-0.5,2353400.0,Edison,near,Pachitla Creek,pchg1,River Stage/Flow Location,2353400.0,31.555,84.680833,tae,serfc,ga,37.0,South Atlantic-Gulf Region,EST,No,,7.0,7.8,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=pchg1,hgirg,Yes,W,2.5 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,,212.64,,,,,13011500.0,-0.23,Pacific Creek
6404,13011500.0,"PACIFIC CREEK AT MORAN, WY",43.8511,-110.517,17040101.0,MST,89,cfs,2022-08-14 16:30:00,4.37,ft,2022-08-14 16:30:00,-1.7,-1.87,-0.01,-0.23,13011500.0,Moran,near,Pacific Creek,pacw4,River Stage/Flow Location,13011500.0,43.85048,110.51757,riw,nwrfc,wy,39.0,Pacific Northwest Region,MST,No,6720.0 ft,7.0,8.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=riw&gage=pacw4,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD 1929,6720.0,,6720.0 ft,,,12392300.0,0.06,Pack River
6330,12392300.0,PACK RIVER NR COLBURN ID,48.42,-116.502,17010214.0,PST,38,cfs,2022-08-14 15:30:00,15.94,ft,2022-08-14 15:30:00,0.7,1.88,0.01,0.06,12392300.0,Colburn,near,Pack River,paki1,River Stage/Flow Location,12392300.0,48.42,116.501944,otx,nwrfc,id,17.0,Pacific Northwest Region,PST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=otx&gage=paki1,hgirg,Yes,W,15 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NAVD88,2080.0,2080,,,,2155500.0,-0.15,Pacolet River
1116,2155500.0,"PACOLET RIVER NEAR FINGERVILLE, SC",35.1098,-81.9595,3050105.0,EST,84.6,cfs,2022-08-14 18:15:00,6.55,ft,2022-08-14 18:30:00,11.8,16.21,-0.01,-0.15,2155500.0,Fingerville,near,Pacolet River,pcrs1,River Stage/Flow Location,2155500.0,35.109841,81.959551,gsp,serfc,sc,83.0,South Atlantic-Gulf Region,EST,No,,20.0,25.0,30.0,35.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=pcrs1,hgirg,Yes,W,0 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD29,703.33,,,,,13302005.0,-1.05,Pahsimeroi River
6537,13302005.0,PAHSIMEROI RIVER AT ELLIS ID,44.6917,-114.047,17060201.0,MST,113,cfs,2022-08-14 16:00:00,0.94,ft,2022-08-14 16:00:00,-1.0,-0.88,-0.01,-1.05,13302005.0,Ellis,at,Pahsimeroi River,pahi1,River Stage/Flow Location,13302005.0,44.691667,114.046944,mso,nwrfc,id,59.0,Pacific Northwest Region,AST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=mso&gage=pahi1,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,No,No,,,,,4634.96,,,,,1649190.0,-0.62,Paint Branch
783,1649190.0,"PAINT BRANCH NEAR COLLEGE PARK, MD",39.0334,-76.964,2070010.0,EST,4.82,cfs,2022-08-14 18:35:00,1.59,ft,2022-08-14 18:35:00,-0.26,-5.12,-0.01,-0.62,1649190.0,College Park,near,Paint Branch,cppm2,River Stage/Flow Location,1649190.0,39.033056,76.964167,lwx,marfc,md,31.0,Mid Atlantic Region,EST,No,,9.0,12.0,14.0,22.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=cppm2,hgirz,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NAVD88,150.57,,,,,3232000.0,-0.65,Paint Creek
2219,3232000.0,Paint Creek near Greenfield OH,39.3792,-83.3755,5060003.0,EST,34.8,cfs,2022-08-14 18:00:00,1.53,ft,2022-08-14 18:00:00,-1.2,-3.33,-0.01,-0.65,3232000.0,Greenfield,near,Paint Creek,gldo1,River Stage/Flow Location,3232000.0,39.379167,83.375,iln,ohrfc,oh,,Ohio Region,EST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=gldo1,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NAVD88,843.79,,,,,3234000.0,-0.64,Paint Creek
2223,3234000.0,Paint Creek near Bourneville OH,39.2637,-83.1669,5060003.0,EST,109,cfs,2022-08-14 18:45:00,1.55,ft,2022-08-14 18:45:00,-2.0,-1.8,-0.01,-0.64,3234000.0,Bourneville,near,Paint Creek,bvlo1,River Stage/Flow Location,3234000.0,39.263676,83.166852,iln,ohrfc,oh,0.0,Ohio Region,EST,No,665.559997558594 ft,9.0,12.0,15.0,19.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=bvlo1,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,665.07,,665.559997558594 ft,,,3574500.0,-0.38,Paint Rock River (AL)
2685,3574500.0,PAINT ROCK RIVER NEAR WOODVILLE AL,34.6243,-86.3064,6030002.0,CST,89.9,cfs,2022-08-14 17:00:00,2.61,ft,2022-08-14 17:00:00,-1.2,-1.32,-0.01,-0.38,3574500.0,Woodville,near,Paint Rock River (AL),wdva1,River Stage/Flow Location,3574500.0,34.624167,86.306389,hun,lmrfc,al,,Tennessee Region,CST,No,570.95 ft,13.0,15.0,19.0,22.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=hun&gage=wdva1,hgirg,Yes,W,,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD OF 1929,570.95,,570.95 ft,,,11159000.0,-1.09,Pajaro River
6019,11159000.0,PAJARO R A CHITTENDEN CA,36.9002,-121.598,18060002.0,PST,1.45,cfs,2022-08-14 15:30:00,1.81,ft,2022-08-14 15:30:00,-0.23,-13.69,-0.02,-1.09,11159000.0,Chittenden,at,Pajaro River,aroc1,River Stage/Flow Location,11159000.0,36.900231,121.597722,mtr,cnrfc,ca,0.0,California Region,PST,No,81.89 ft,25.0,32.0,32.5,33.1,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=aroc1,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,No,Yes,Yes,Yes,Yes,NGVD 1929,81.89,,81.89 ft,,,11159500.0,-0.09,Pajaro River
6022,11159500.0,PAJARO R A WATSONVILLE CA,36.9056,-121.752,18060002.0,PST,0.67,cfs,2022-08-14 15:00:00,10.54,ft,2022-08-14 15:00:00,-0.04,-5.63,-0.01,-0.09,11159500.0,Watsonville,at,Pajaro River,pajc1,River Stage/Flow Location,11159500.0,36.905611,121.751889,mtr,cnrfc,ca,87.0,California Region,PST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=pajc1,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Service,No,No,,,,NAVD 1988,1.98,1.98 ft,,,,13345000.0,-0.2,Palouse River
6560,13345000.0,"PALOUSE RIVER NR POTLATCH, ID",46.9153,-116.951,17060108.0,PST,8.59,cfs,2022-08-14 15:45:00,5.06,ft,2022-08-14 15:45:00,-0.43,-4.77,-0.01,-0.2,13345000.0,Potlatch,near,Palouse River,ploi1,River Stage/Flow Location,13345000.0,46.915278,116.95,otx,nwrfc,id,57.0,Pacific Northwest Region,PST,No,2455.11 ft,14.0,15.0,16.0,17.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=otx&gage=ploi1,hgirg,Yes,W,4.5 Feet,Year-round,No,No,Yes,US Geological Survey,No,Yes,Yes,Yes,Yes,NGVD29,2455.11,,2455.11 ft,,,2084472.0,3.63,Pamlico River
937,2084472.0,"PAMLICO RIVER AT WASHINGTON, NC",35.5433,-77.0619,3020104.0,EST,0,,0000-00-00 00:00:00,2,ft,2022-08-14 18:00:00,,,0.07,3.63,2084472.0,Washington (in MLLW),at,Pamlico River,pamn7,River Stage/Flow Location,2084472.0,35.543333,77.061944,mhx,serfc,nc,0.0,South Atlantic-Gulf Region,EST,No,,3.5,4.0,5.0,7.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=mhx&gage=pamn7,hgirg,Yes,W,-2 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,,0.93,-1,,0.93,,1673000.0,-0.43,Pamunkey River
818,1673000.0,"PAMUNKEY RIVER NEAR HANOVER, VA",37.7676,-77.3322,2080106.0,EST,306,cfs,2022-08-14 18:45:00,4.66,ft,2022-08-14 18:45:00,-3.0,-0.97,-0.02,-0.43,1673000.0,Hanover,near,Pamunkey River,pamv2,River Stage/Flow Location,1673000.0,37.7675,77.3325,akq,marfc,va,85.0,Mid Atlantic Region,EST,No,14.72,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=akq&gage=pamv2,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,13.88,13.88,14.72,,,9485450.0,3.12,Pantano Wash
5782,9485450.0,"PANTANO WASH AT BROADWAY BLVD. AT TUCSON, AZ.",32.2206,-110.83,15050302.0,MST,0,cfs,2022-08-14 15:00:00,0.66,ft,2022-08-14 15:00:00,,,0.02,3.12,9485450.0,Broadway Blvd,at,Pantano Wash,pwba3,River Stage/Flow Location,9485450.0,32.220632,110.829531,twc,cbrfc,az,0.0,Lower Colorado Region,MST7,No,2568.83,15.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=twc&gage=pwba3,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,No,No,,,,NGVD 1929,2568.83,,2568.83,,,6610798.0,0.21,Papillion Creek
4152,6610798.0,"Papillion Cr at Harlan Lewis Rd nr La Platte, Nebr",41.0821,-95.8898,10230006.0,CST,0,,0000-00-00 00:00:00,14.17,ft,2022-08-14 17:45:00,,,0.03,0.21,6610798.0,Harlan Lewis Road near La Platte,at,Papillion Creek,phrn1,River Stage/Flow Location,6610798.0,41.0818,95.8898,oax,mbrfc,ne,153.0,Missouri Region,CST,No,,27.5,28.0,35.5,37.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=phrn1,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,the USGS (06610798),Yes,No,,,,,934.45,934.45,,,,13346800.0,0.54,Paradise Creek
