,site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,tz_cd,flow,flow_unit,flow_dt,stage,stage_unit,stage_dt,flow_chg,flow_chg_percent,stage_chg,stage_chg_percent,USGSstationID,location name,proximity,river/water-body name,nws shef id,location type,usgs id,latitude,longitude,wfo,rfc,state,county,wrr,timezone,inundation,elevation,action stage,flood stage,moderate flood stage,major flood stage,flood stage unit,coeid,hydrograph page,pedts,in service,hemisphere,low water threshold value / units,forecast status,display low water impacts,low flow display,give data attribution,attribution wording,fema wms,probabilistic site,weekly chance probabilistic enabled,short-term probabilistic enabled,chance of exceeding probabilistic enabled,nrldb vertical datum name,nrldb vertical datum,navd88 vertical datum,ngvd29 vertical datum,msl vertical datum,other vertical datum,site_no_shift,stage_chg_percent_shift,river/water-body name_shift,jam_status
117,1144500.0,"CONNECTICUT RIVER AT WEST LEBANON, NH",43.6462,-72.3123,1080105.0,EST,5560,cfs,2022-08-14 18:30:00,6.5,ft,2022-08-14 18:30:00,420.0,8.17,0.19,3.01,1144500.0,West Lebanon,at,Connecticut River,wlbn3,River Stage/Flow Location,1144500.0,43.646182,72.3123,gyx,nerfc,nh,0.0,New England Region,EST,No,321.52 ft,20.0,22.0,26.0,29.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=gyx&gage=wlbn3,hgirg,Yes,W,0 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,321.11,,321.52 ft,,,1154500.0,-8.23,Connecticut River,jam
139,1190070.0,"CONNECTICUT RIVER AT HARTFORD, CT",41.7691,-72.6675,1080205.0,EST,0,,0000-00-00 00:00:00,3.04,ft,2022-08-14 18:30:00,,,0.04,1.33,1190070.0,Hartford,at,Connecticut River,hfdc3,River Stage/Flow Location,1190070.0,41.769094,72.66755,box,nerfc,ct,3.0,New England Region,EST,No,0,12.0,16.0,24.0,28.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=box&gage=hfdc3,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD29,0.0,,0,,,1193050.0,-23.0,Connecticut River,jam
1187,2176500.0,"COOSAWHATCHIE RIVER NEAR HAMPTON, SC",32.8363,-81.1318,3050208.0,EST,34.6,cfs,2022-08-14 18:15:00,5.6,ft,2022-08-14 18:15:00,1.0,2.98,0.01,0.18,2176500.0,Hampton,near,Coosawhatchie River,hmps1,River Stage/Flow Location,2176500.0,32.836615,81.131492,chs,serfc,sc,49.0,South Atlantic-Gulf Region,EST,No,47.149,11.0,12.0,14.0,15.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=chs&gage=hmps1,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,46.26,46.26,47.149,,,21765182.0,-18.6,Coosawhatchie River,jam
1277,2208485.0,"CORNISH CREEK AT LOWER JERSEY RD, NR COVINGTON, GA",33.7108,-83.8111,3070103.0,EST,2.04,cfs,2022-08-14 18:45:00,1.61,ft,2022-08-14 18:45:00,0.13,6.81,0.01,0.62,2208485.0,Lower Jersey Road near Covington,at,Cornish Creek,ccjg1,Stage/Flow and Precipitation Location,2208485.0,33.710833,83.811111,ffc,serfc,ga,97.0,South Atlantic-Gulf Region,EST,No,,9.0,11.0,17.0,19.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=ccjg1,hgirg,Yes,W,-9999 Feet,Data Point,Yes,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,706.95,706.95 ft,,,,2208493.0,-0.17,Cornish Creek,jam
3582,5514500.0,"Cuivre River near Troy, MO",39.0088,-90.9775,7110008.0,CST,93.6,cfs,2022-08-14 17:30:00,5.79,ft,2022-08-14 17:30:00,1.9,2.07,0.01,0.17,5514500.0,Troy,at,Cuivre River,trym7,River Stage/Flow Location,5514500.0,39.008889,90.9775,lsx,ncrfc,mo,113.0,Upper Mississippi Region,CST,No,450.27 ft,19.0,21.0,25.0,29.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=trym7,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD 1929,450.27,449.92 ft,450.27 ft,,,5514705.0,-0.17,Cuivre River,jam
2593,3414100.0,"CUMBERLAND RIVER AT BURKESVILLE, KY",36.7867,-85.3652,5130103.0,CST,7860,cfs,2022-08-14 17:15:00,31.56,ft,2022-08-14 17:15:00,690.0,9.62,0.48,1.54,3414100.0,Burkesville,at,Cumberland River,brkk2,River Stage/Flow Location,3414100.0,36.78667,85.36528,lmk,ohrfc,ky,57.0,Ohio Region,CST,No,,43.0,46.0,55.0,64.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lmk&gage=brkk2,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,499.61,499.61,,,,3417500.0,-0.11,Cumberland River,jam
2607,3431091.0,"CUMBERLAND R AT OMOHUNDRO WTR PLT AT NASHVILLE, TN",36.1653,-86.7214,5130202.0,CST,0,,0000-00-00 00:00:00,21.98,ft,2022-08-14 17:00:00,,,0.01,0.05,3431091.0,Omohundro,at,Cumberland River,omot1,River Stage/Flow Location,3431091.0,36.165278,86.721389,ohx,ohrfc,tn,0.0,Ohio Region,CST,No,,35.0,41.0,45.0,50.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ohx&gage=omot1,hgirz,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,,365.5,,,,,3431500.0,-0.05,Cumberland River,jam
3013,4206425.0,Cuyahoga River at Jaite OH,41.2889,-81.5651,4110002.0,EST,218,cfs,2022-08-14 18:45:00,2.4,ft,2022-08-14 18:45:00,7.0,3.32,0.02,0.84,4206425.0,Jaite,above,Cuyahoga River,jaio1,River Stage/Flow Location,4206425.0,41.2888,81.5652,cle,ohrfc,oh,153.0,Great Lakes Region,EST,No,,11.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=cle&gage=jaio1,hgirg,Yes,W,0 Feet,Data Point,No,No,No,US Geological Survey,Yes,No,,,,NAVD88,0.0,,,,,4208000.0,-0.36,Cuyahoga River,jam
903,2068500.0,"DAN RIVER NEAR FRANCISCO, NC",36.515,-80.3031,3010103.0,EST,109,cfs,2022-08-14 18:30:00,1.68,ft,2022-08-14 18:30:00,2.0,1.87,0.01,0.6,2068500.0,Francisco,near,Dan River,frnn7,River Stage/Flow Location,2068500.0,36.515,80.303056,rnk,serfc,nc,0.0,South Atlantic-Gulf Region,EST,No,831.99,9.0,13.0,16.0,19.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=frnn7,hgirg,Yes,W,0 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,831.4,831.4,831.99,,,2069000.0,-0.46,Dan River,jam
627,1580000.0,"DEER CREEK AT ROCKS, MD",39.63,-76.4033,2050306.0,EST,53.8,cfs,2022-08-14 18:15:00,2.08,ft,2022-08-14 18:15:00,1.5,2.87,0.01,0.48,1580000.0,Rocks State Park,at,Deer Creek (MD),rspm2,River Stage/Flow Location,1580000.0,39.63,76.403333,lwx,marfc,md,25.0,Mid Atlantic Region,EST,No,,10.0,11.0,13.0,15.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=rspm2,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,249.6,,,,,1580520.0,-0.81,Deer Creek (MD),jam
364,1440200.0,Delaware River near Delaware Water Gap Pa,41.0133,-75.0861,2040104.0,EST,0,,0000-00-00 00:00:00,5.33,ft,2022-08-14 18:15:00,,,0.02,0.38,1440200.0,Tocks Island,at,Delaware River,tksn4,River Stage/Flow Location,1440200.0,41.013333,75.086111,phi,marfc,nj,0.0,Mid Atlantic Region,EST,No,293.64 ft,20.0,21.0,23.0,25.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=tksn4,hgirg,Yes,W,0 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NGVD 1929,293.64,,293.64 ft,,,1446500.0,-0.62,Delaware River,jam
389,1458500.0,Delaware River at Frenchtown NJ,40.5261,-75.065,2040105.0,EST,0,,0000-00-00 00:00:00,1.05,ft,2022-08-14 18:00:00,,,0.07,7.14,1458500.0,Frenchtown,at,Delaware River,fren4,River Stage/Flow Location,1458500.0,40.526111,75.065,phi,marfc,nj,0.0,Mid Atlantic Region,EST,Yes,99.88 ft,14.0,16.0,18.0,20.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=fren4,hgirg,Yes,W,0 Feet,Year-round,No,No,Yes,Delaware Joint Toll Bridge Comm.,Yes,Yes,Yes,No,Yes,NGVD 1929,99.88,,99.88 ft,,,1461500.0,-5.56,Delaware River,jam
3541,5482000.0,"Des Moines River at 2nd Avenue at Des Moines, IA",41.6119,-93.6197,7100004.0,CST,760,cfs,2022-08-14 17:15:00,15.05,ft,2022-08-14 17:15:00,13.0,1.74,0.01,0.07,5482000.0,Des Moines 2nd Ave,at,Des Moines River,dmoi4,Stage/Flow and Precipitation Location,5482000.0,41.612291,93.619945,dmx,ncrfc,ia,153.0,Upper Mississippi Region,CST,No,,19.0,23.0,26.0,30.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=dmoi4,hgir2,Yes,W,-9999 Feet,High Water,Yes,Yes,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,773.26,,773.74 ft,,,5485500.0,-0.1,Des Moines River,jam
3619,5532500.0,"DES PLAINES RIVER AT RIVERSIDE, IL",41.8217,-87.8219,7120004.0,CST,189,cfs,2022-08-14 16:45:00,1.79,ft,2022-08-14 16:45:00,3.0,1.61,0.01,0.56,5532500.0,Riverside,at,Des Plaines River,rvri2,River Stage/Flow Location,5532500.0,41.821667,87.821944,lot,ncrfc,il,31.0,Upper Mississippi Region,CST,No,,7.0,7.5,8.0,9.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=rvri2,hgirg,Yes,W,1.5 Feet,High Water,Yes,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,594.38,594.4,,,,5532600.0,-0.17,Des Plaines River,jam
3186,5056215.0,"EDMORE COULEE TRIB NR WEBSTER, ND",48.2664,-98.6809,9020201.0,CST,51.8,cfs,2022-08-14 17:00:00,69.65,ft,2022-08-14 17:00:00,1.5,2.98,0.04,0.06,5056215.0,Edmore Coulee Trib near Webster,at,Devils Lake,ectn8,River Stage/Flow Location,5056215.0,48.266389,98.680556,fgf,ncrfc,nd,71.0,Souris-Red-Rainy Region,CST,No,1403.80 ft,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=fgf&gage=ectn8,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,1405.04,1405.04 ft,1403.80 ft,,,5056239.0,-0.39,Devils Lake,jam
3190,5056265.0,"BIG COULEE AT HWY 2 NEAR CHURCHS FERRY, ND",48.2617,-99.1876,9020201.0,CST,0,,0000-00-00 00:00:00,50.46,ft,2022-08-14 17:15:00,,,0.01,0.02,5056265.0,Big Coulee at Hwy 2 near Churchs Ferry,at,Devils Lake,cfcn8,River Stage/Flow Location,5056265.0,48.261667,99.187222,fgf,ncrfc,nd,71.0,Souris-Red-Rainy Region,CST,No,1400.00 ft,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=fgf&gage=cfcn8,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,1455.0,1455.00 ft,1400.00 ft,,,5056500.0,-0.04,Devils Lake,jam
5644,9166500.0,"DOLORES RIVER AT DOLORES, CO.",37.4725,-108.498,14030002.0,MST,110,cfs,2022-08-14 16:45:00,2.4,ft,2022-08-14 16:45:00,9.0,8.91,0.04,1.69,9166500.0,Dolores,at,Dolores River,dolc2,River Stage/Flow Location,9166500.0,37.472493,108.497591,gjt,cbrfc,co,83.0,Upper Colorado Region,MST,No,6940 ft,7.0,8.0,9.0,10.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=dolc2,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD29,6940.0,,6940 ft,,6940 ft,9171100.0,-1.42,Dolores River,jam
2698,3596000.0,"DUCK RIVER BELOW MANCHESTER, TN",35.4709,-86.1217,6040002.0,CST,31.1,cfs,2022-08-14 17:00:00,0.38,ft,2022-08-14 17:00:00,1.1,3.67,0.01,2.7,3596000.0,Manchester,at,Duck River,mcst1,River Stage/Flow Location,3596000.0,35.470833,86.121667,ohx,lmrfc,tn,,Tennessee Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ohx&gage=mcst1,hgirg,Yes,W,,Data Point,No,No,No,US Geological Survey,Yes,No,,,,NAVD88,878.25,,,,,3599240.0,-0.09,Duck River,jam
2539,3364000.0,"EAST FORK WHITE RIVER AT COLUMBUS, IN",39.2001,-85.9255,5120206.0,EST,390,cfs,2022-08-14 17:00:00,-0.67,ft,2022-08-14 17:00:00,-3.0,-0.76,-0.01,1.52,3364000.0,Columbus,at,East Fork White River,baki3,River Stage/Flow Location,3364000.0,39.2,85.9256,ind,ohrfc,in,5.0,Ohio Region,EST,No,603.12 ft,4.5,9.0,14.0,16.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=baki3,hgirg,Yes,W,0.133 KCFS,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,602.61,602.61 ft,603.12 ft,,,3371500.0,-0.35,East Fork White River,jam
1180,2174055.0,"EDISTO RIVER BELOW CANADYS, SC",33.0617,-80.5244,3050205.0,EST,0,,0000-00-00 00:00:00,13.7,ft,2022-08-14 18:30:00,,,0.01,0.07,2174055.0,Canadys,below,Edisto River,cers1,River Stage/Flow Location,2174055.0,33.061667,80.524389,chs,serfc,sc,35.0,South Atlantic-Gulf Region,EST,No,48.199,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=chs&gage=cers1,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,,,47.24,48.199,,,2175025.0,-6.7,Edisto River,jam
865,2042893.0,"WB ELIZABETH RIVER AT ROUTE 17 NEAR PORTSMOUTH, VA",36.8437,-76.3649,2080208.0,EST,0,,0000-00-00 00:00:00,2.63,ft,2022-08-14 18:54:00,,,0.18,7.35,2042893.0,Pinehurst in Portsmouth (IN MLLW),near,Elizabeth River,elzv2,River Stage/Flow Location,2042893.0,36.8436,76.3647,akq,marfc,va,740.0,Mid Atlantic Region,EST,No,-0.909,4.5,5.0,6.0,7.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=akq&gage=elzv2,hmirz,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,0.0,-1.78,-0.909,-1.483,-3.025,204288721.0,-0.81,Elizabeth River,jam
4209,6797500.0,"Elkhorn River at Ewing, Nebr.",42.2684,-98.3394,10220001.0,CST,16.3,cfs,2022-08-14 17:45:00,1.99,ft,2022-08-14 17:45:00,0.7,4.49,0.01,0.51,6797500.0,Ewing,at,Elkhorn River,ewin1,River Stage/Flow Location,6797500.0,42.268333,98.339444,lbf,mbrfc,ne,89.0,Missouri Region,CST,No,1836.24 ft,8.0,9.0,10.0,12.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lbf&gage=ewin1,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD 1929,1836.24,,1836.24 ft,,,6799315.0,-0.33,Elkhorn River,jam
944,2086849.0,"ELLERBE CREEK NEAR GORMAN, NC",36.0593,-78.8325,3020201.0,EST,17.1,cfs,2022-08-14 18:00:00,1.51,ft,2022-08-14 18:00:00,0.8,4.91,0.01,0.67,2086849.0,Gorman,near,Ellerbe Creek (NC),gorn7,River Stage/Flow Location,2086849.0,36.059167,78.832778,rah,abrfc,nc,63.0,South Atlantic-Gulf Region,EST,No,,14.0,15.0,16.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=gorn7,hgirg,Yes,W,-9999 Feet,No routine,No,No,No,US Geological Survey,No,No,,,,NAVD88,252.81,252.81,,,,208675010.0,-2.63,Ellerbe Creek (NC),jam
1653,2388975.0,"ETOWAH RIVER AT GA 136, NEAR LANDDRUM, GA",34.4091,-84.0198,3150104.0,EST,126,cfs,2022-08-14 18:45:00,1.93,ft,2022-08-14 18:45:00,1.0,0.8,0.01,0.52,2388975.0,GA 136 near Landrum,at,Etowah River,lang1,Stage/Flow and Precipitation Location,2388975.0,34.408889,84.019722,ffc,serfc,ga,85.0,South Atlantic-Gulf Region,EST,No,,12.0,14.0,21.0,27.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=lang1,hgirg,Yes,W,-9999 Feet,Data Point,Yes,No,Yes,US Geological Survey,Yes,No,,,,NGVD29,1080.0,,1080 ft,,,2389150.0,-0.24,Etowah River,jam
1676,2395000.0,"ETOWAH RIVER NEAR KINGSTON,GA",34.2093,-84.9788,3150104.0,EST,599,cfs,2022-08-14 18:00:00,3.74,ft,2022-08-14 18:00:00,7.0,1.18,0.01,0.27,2395000.0,Kingston,near,Etowah River,kgtg1,River Stage/Flow Location,2395000.0,34.208889,84.978611,ffc,serfc,ga,15.0,South Atlantic-Gulf Region,EST,No,609.97 ft,18.0,20.0,24.0,26.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=kgtg1,hgirg,Yes,W,0 Feet,Data Point,Yes,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,609.6,,609.97 ft,,,2395980.0,-0.3,Etowah River,jam
1538,2344143.0,"FLINT RIVER AT GA 85, NEAR FOREST PARK, GA",33.6055,-84.4045,3130005.0,EST,6.81,cfs,2022-08-14 18:45:00,-1.48,ft,2022-08-14 18:45:00,-0.19,-2.71,-0.01,0.68,2344143.0,GA 85 near Forest Park,at,Flint River,frsg1,Stage/Flow and Precipitation Location,2344143.0,33.605472,84.404639,ffc,serfc,ga,63.0,South Atlantic-Gulf Region,EST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=frsg1,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD29,833.2,,,,,2344500.0,-0.59,Flint River,jam
1563,2352500.0,"FLINT RIVER AT ALBANY, GA",31.5942,-84.1442,3130008.0,EST,2240,cfs,2022-08-14 18:45:00,3.23,ft,2022-08-14 18:45:00,460.0,25.84,0.46,16.61,2352500.0,Albany,at,Flint River (GA),abng1,River Stage/Flow Location,2352500.0,31.594167,84.144167,tae,serfc,ga,95.0,South Atlantic-Gulf Region,EST,Yes,150.03 ft,16.0,26.0,31.0,42.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=abng1,hgirg,Yes,W,2 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NAVD88,150.03,,150.03 ft,,,2353000.0,-2.71,Flint River (GA),jam
1571,2355662.0,"FLINT RIVER AT RIVERVIEW PLANTATION, NR HOPEFUL,GA",31.1406,-84.4803,3130008.0,EST,4870,cfs,2022-08-14 18:00:00,6.54,ft,2022-08-14 18:00:00,70.0,1.46,0.06,0.93,2355662.0,Riverview Plantation,at,Flint River (GA),hopg1,River Stage/Flow Location,2355662.0,31.140556,84.480833,tae,serfc,ga,205.0,South Atlantic-Gulf Region,EST,No,,25.0,30.0,38.0,43.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=hopg1,hgirg,Yes,W,3.8 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,,75.9,75.9,,,,2356000.0,-0.1,Flint River (GA),jam
3675,5543830.0,"FOX RIVER AT WAUKESHA, WI",43.0047,-88.2436,7120006.0,CST,32.2,cfs,2022-08-14 17:00:00,2.72,ft,2022-08-14 17:00:00,1.1,3.54,0.01,0.37,5543830.0,Waukesha,at,Fox River,wkew3,River Stage/Flow Location,5543830.0,43.004722,88.243611,mkx,ncrfc,wi,133.0,Upper Mississippi Region,CST,Yes,793.04 ft,5.0,6.0,8.0,10.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=mkx&gage=wkew3,hgirp,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,792.8,792.8 ft,793.04 ft,,,5544348.0,-0.65,Fox River,jam
3680,5547000.0,"CHANNEL LAKE NEAR ANTIOCH, IL",42.4717,-88.1469,7120006.0,CST,0,,0000-00-00 00:00:00,4.11,ft,2022-08-14 16:45:00,,,0.02,0.49,5547000.0,Antioch,near,Fox River,anci2,River Stage/Flow Location,5547000.0,42.4717,88.146944,lot,ncrfc,il,97.0,Upper Mississippi Region,CST,No,,5.0,6.0,7.0,7.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=anci2,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,No,No,,,,NAVD88,732.7,,,,,5548000.0,-0.24,Fox River,jam
2780,4073365.0,"FOX RIVER AT PRINCETON, WI",43.8511,-89.1333,4030201.0,CST,497,cfs,2022-08-14 17:00:00,3.81,ft,2022-08-14 17:00:00,3.0,0.61,0.01,0.26,4073365.0,Princeton,at,Fox River (North),pcnw3,Stage/Flow and Precipitation Location,4073365.0,43.85113,89.13336,mkx,ncrfc,wi,47.0,Great Lakes Region,CST,No,,7.5,9.5,11.0,12.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=mkx&gage=pcnw3,hgirp,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,754.48,754.48 ft,753.96 ft,,,4073500.0,-0.12,Fox River (North),jam
2638,3454500.0,"FRENCH BROAD RIVER AT HOT SPRINGS, NC",35.8899,-82.821,6010105.0,EST,1650,cfs,2022-08-14 18:15:00,3.06,ft,2022-08-14 18:15:00,30.0,1.85,0.01,0.33,3454500.0,Hot Springs,near,French Broad River,hspn7,River Stage/Flow Location,3454500.0,35.889722,82.821111,gsp,lmrfc,nc,115.0,Tennessee Region,EST,No,1311.55,7.5,9.5,16.0,21.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=hspn7,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,1311.1,,1311.55,,,3455000.0,-0.87,French Broad River,jam
5749,9430030.0,"Gila River nr Gila Hot Springs, NM",33.1797,-108.206,15040001.0,MST,932,cfs,2022-08-14 16:25:00,17.4,ft,2022-08-14 16:25:00,9.0,0.98,0.03,0.17,9430030.0,East Fork and Gila Hot Springs,below,Gila River,efgn5,River Stage/Flow Location,9430030.0,33.17991,108.20646,epz,cbrfc,nm,17.0,Lower Colorado Region,MST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=epz&gage=efgn5,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NAVD88,5556.0,,,,,9430500.0,-1.82,Gila River,jam
5753,9432000.0,"GILA RIVER BELOW BLUE CREEK, NEAR VIRDEN, NM",32.6482,-108.846,15040002.0,MST,1620,cfs,2022-08-14 15:30:00,8.91,ft,2022-08-14 15:30:00,40.0,2.53,0.09,1.02,9432000.0,Virden,near,Gila River,gvrn5,River Stage/Flow Location,9432000.0,32.64619,108.84656,epz,cbrfc,nm,0.0,Lower Colorado Region,MST,No,3875 ft,9.0,15.0,20.0,28.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=epz&gage=gvrn5,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,No,No,,,,NAVD88,3869.0,,3875 ft,,,9448500.0,-0.41,Gila River,jam
5761,9466500.0,"GILA RIVER AT CALVA, AZ.",33.1856,-110.22,15040005.0,MST,1080,cfs,2022-08-14 15:00:00,5.13,ft,2022-08-14 15:00:00,30.0,2.86,0.05,0.98,9466500.0,Calva,near,Gila River,glca3,River Stage/Flow Location,9466500.0,33.185613,110.22009,twc,cbrfc,az,0.0,Lower Colorado Region,MST7,No,2517.29 ft,15.0,20.0,24.0,27.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=twc&gage=glca3,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,No,No,,,,NGVD 1929,2517.29,,2517.29 ft,,,9474000.0,-1.02,Gila River,jam
2858,4114000.0,"GRAND RIVER AT PORTLAND, MI",42.8564,-84.9122,4050004.0,EST,768,cfs,2022-08-14 17:00:00,6.13,ft,2022-08-14 17:00:00,20.0,2.67,0.03,0.49,4114000.0,Portland,at,Grand River,porm4,River Stage/Flow Location,4114000.0,42.856423,84.912218,grr,ncrfc,mi,67.0,Great Lakes Region,EST,No,,11.0,12.0,14.0,16.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=grr&gage=porm4,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,704.52,704.52 ft,,,,4116000.0,-0.11,Grand River,jam
2869,4118564.0,"GRAND RIVER AT N PARK ST NE AT GRAND RAPIDS, MI",43.0228,-85.6608,4050006.0,EST,0,,0000-00-00 00:00:00,3.9,ft,2022-08-14 17:00:00,,,0.01,0.26,4118564.0,North Park St at Grand Rapids,at,Grand River,gnpm4,River Stage/Flow Location,4118564.0,43.022778,85.660833,grr,ncrfc,mi,81.0,Great Lakes Region,EST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=grr&gage=gnpm4,hgirz,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NAVD88,601.5,601.50 ft,,,,4119070.0,-0.97,Grand River,jam
2384,3316500.0,"GREEN RIVER AT PARADISE, KY",37.2639,-86.9778,5110003.0,CST,6650,cfs,2022-08-14 17:15:00,4.42,ft,2022-08-14 17:15:00,50.0,0.76,0.03,0.68,3316500.0,Paradise,at,Green River (KY),prdk2,River Stage/Flow Location,3316500.0,37.263889,86.977778,pah,ohrfc,ky,177.0,Ohio Region,CST,No,0,378.0,380.0,386.0,400.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=pah&gage=prdk2,hgirg,Yes,W,364 Feet,Year-round,No,No,No,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD29,363.19,,0,,,3316645.0,-0.25,Green River (KY),jam
